sex,age_cat,race,priors_count,c_charge_degree,decile_score,priors_count,Probability
1,45,0,5,0,1,5,1
0,25,0,4,1,3,4,0
1,25,1,0,1,2,0,0
0,45,0,0,1,1,0,0
1,0,0,3,1,9,3,0
0,25,0,1,0,2,1,0
1,0,1,1,1,8,1,1
1,25,1,3,1,4,3,0
1,0,0,6,1,10,6,1
1,25,0,4,1,3,4,1
1,25,0,1,1,3,1,0
0,25,1,4,0,4,4,0
1,45,1,1,1,1,1,0
1,25,0,25,0,10,25,1
1,25,0,1,1,7,1,0
1,0,0,3,1,6,3,1
1,45,0,3,1,2,3,0
1,0,1,1,0,4,1,1
1,25,0,4,1,5,4,0
0,25,1,1,1,3,1,1
0,25,0,1,1,5,1,0
1,25,0,0,0,1,0,0
1,25,0,9,1,7,9,1
1,25,1,0,1,10,0,1
1,45,1,1,1,1,1,1
1,25,0,1,0,1,1,0
0,45,0,1,0,2,1,0
1,25,0,3,0,6,3,1
1,25,0,3,1,1,3,1
1,25,0,5,0,3,5,1
1,45,0,0,0,1,0,1
0,25,1,0,0,1,0,0
1,25,0,0,1,2,0,1
1,25,1,4,0,4,4,0
0,25,1,3,0,4,3,0
0,45,1,0,0,1,0,0
1,0,1,0,1,2,0,0
1,25,0,1,1,2,1,0
1,25,0,1,1,5,1,0
1,25,0,6,0,7,6,1
1,0,0,1,1,7,1,1
1,45,0,2,1,2,2,1
1,25,0,0,0,2,0,0
1,45,1,1,1,5,1,0
1,25,0,4,0,2,4,1
0,45,1,1,1,1,1,1
1,45,0,3,1,1,3,1
1,0,0,2,1,9,2,1
1,25,0,19,1,10,19,1
1,45,0,3,0,9,3,0
1,25,1,2,1,3,2,0
1,45,0,0,0,1,0,0
1,0,0,5,1,10,5,1
1,25,0,10,0,7,10,1
1,25,0,1,1,2,1,0
0,45,0,0,0,1,0,0
1,45,0,0,0,1,0,0
1,45,0,1,1,3,1,0
0,25,1,1,0,1,1,0
0,25,0,0,0,2,0,1
1,45,1,4,1,5,4,1
1,25,0,14,1,9,14,1
1,0,0,2,1,7,2,0
1,25,0,5,1,10,5,1
1,45,0,0,0,4,0,0
1,25,1,1,1,5,1,0
1,0,0,1,1,8,1,0
1,25,0,2,0,2,2,1
1,0,0,6,1,7,6,1
0,25,1,0,1,6,0,0
1,0,1,0,1,4,0,0
1,25,0,1,0,5,1,1
1,45,0,0,1,5,0,1
1,25,0,7,1,7,7,1
1,25,1,2,1,1,2,0
1,25,1,5,1,1,5,0
1,0,1,0,0,3,0,0
0,0,1,0,0,5,0,1
1,45,0,0,1,1,0,0
1,25,0,10,1,6,10,1
1,0,1,0,0,3,0,0
0,0,0,0,0,7,0,1
1,0,0,2,1,6,2,1
1,25,0,1,0,1,1,0
1,25,0,5,0,8,5,1
0,0,0,2,1,6,2,1
1,25,0,10,1,7,10,1
1,45,0,4,0,5,4,1
1,0,1,2,0,5,2,1
1,25,1,2,1,1,2,0
1,25,0,0,0,4,0,1
0,0,0,0,1,4,0,0
1,45,0,0,0,1,0,0
1,45,0,6,0,1,6,1
1,25,0,0,1,1,0,0
0,0,0,6,0,7,6,0
1,25,0,1,0,1,1,0
1,25,1,8,1,9,8,1
1,0,0,1,0,7,1,1
1,25,0,0,1,3,0,0
1,25,0,5,0,2,5,1
1,25,0,4,0,4,4,1
0,25,0,3,1,4,3,0
1,0,0,2,1,7,2,1
1,25,1,8,1,4,8,0
1,45,1,1,1,1,1,0
1,25,0,6,1,10,6,1
1,25,1,0,0,1,0,0
1,0,0,0,1,8,0,1
0,25,1,4,1,9,4,1
0,0,0,0,0,3,0,0
1,45,0,2,1,1,2,0
1,25,0,0,0,2,0,0
1,45,0,2,0,2,2,0
1,25,0,6,1,5,6,1
1,45,0,17,0,4,17,0
1,45,0,20,1,3,20,1
1,25,0,3,1,3,3,1
1,0,0,1,1,2,1,1
1,0,1,2,1,6,2,0
1,0,0,2,0,7,2,0
0,25,0,2,0,3,2,0
1,25,0,5,1,4,5,0
0,25,0,8,0,7,8,1
1,45,0,0,0,1,0,0
1,0,0,1,1,5,1,1
1,45,0,1,0,1,1,0
1,25,0,1,1,6,1,0
1,25,0,2,1,6,2,0
1,0,0,1,0,7,1,1
1,25,0,1,1,4,1,0
1,25,1,6,1,3,6,0
1,25,0,2,1,5,2,0
1,25,0,0,1,10,0,0
1,25,0,17,0,7,17,1
1,25,0,11,0,10,11,1
1,25,0,1,1,5,1,0
1,25,0,6,1,9,6,1
1,0,0,1,1,10,1,1
1,45,1,1,1,1,1,0
1,45,0,0,0,1,0,0
1,45,0,0,1,1,0,1
1,25,0,1,1,2,1,0
1,25,0,5,1,7,5,1
0,45,0,0,1,1,0,0
0,25,0,3,0,5,3,0
1,0,1,3,0,4,3,0
1,45,0,1,1,2,1,1
1,25,0,0,1,3,0,0
0,45,0,5,1,1,5,0
1,25,0,16,1,5,16,1
1,45,0,8,1,3,8,0
1,25,0,0,1,2,0,1
0,25,0,5,0,7,5,1
1,45,1,0,1,1,0,0
1,25,0,1,1,2,1,0
1,0,0,1,0,6,1,0
1,25,0,3,0,3,3,1
1,25,0,13,0,8,13,1
1,45,0,2,0,1,2,0
1,25,1,1,1,1,1,0
1,45,1,5,0,4,5,0
1,25,0,1,1,2,1,0
1,45,1,2,1,1,2,0
1,25,0,1,0,10,1,1
1,25,0,0,0,1,0,1
0,45,1,0,0,1,0,0
0,0,0,0,0,5,0,0
1,45,0,17,1,10,17,1
1,25,0,1,1,3,1,1
1,25,0,0,1,1,0,0
0,25,1,0,0,1,0,0
1,25,1,2,0,2,2,1
1,25,0,2,0,2,2,0
1,25,0,4,0,5,4,1
1,0,0,0,0,3,0,0
0,25,0,0,1,8,0,0
0,25,0,4,1,7,4,1
0,45,1,30,0,6,30,1
1,45,0,4,1,3,4,0
1,25,0,2,1,3,2,0
0,25,1,0,1,1,0,0
1,25,0,0,1,1,0,0
1,45,1,0,1,1,0,0
1,45,0,2,1,3,2,0
1,45,0,19,1,7,19,0
1,0,0,5,1,8,5,1
1,0,0,0,1,10,0,1
1,25,0,0,1,3,0,1
0,0,0,1,1,3,1,0
1,25,0,2,1,5,2,0
0,45,1,4,1,5,4,0
1,45,1,1,1,3,1,1
1,25,0,8,1,10,8,1
1,25,1,3,1,1,3,0
1,25,0,1,1,1,1,0
1,45,0,10,1,3,10,1
1,25,0,0,1,4,0,0
1,45,1,2,0,1,2,0
1,25,1,1,0,6,1,0
1,25,1,0,1,4,0,0
1,25,0,2,0,1,2,0
0,0,0,1,1,6,1,1
1,45,0,0,0,1,0,0
1,45,1,0,1,1,0,0
1,45,0,1,1,3,1,1
1,45,1,2,1,1,2,0
1,25,1,6,0,5,6,0
1,0,0,1,0,2,1,1
1,25,0,0,0,2,0,0
1,25,0,0,1,1,0,0
0,45,0,0,0,1,0,0
1,25,0,9,1,10,9,1
0,25,0,1,0,1,1,0
1,25,1,2,0,8,2,0
1,25,0,1,0,6,1,0
0,45,1,2,1,1,2,1
1,0,1,0,0,5,0,1
1,25,0,18,0,9,18,0
0,25,1,5,1,10,5,1
1,0,0,1,1,6,1,1
0,0,0,0,1,8,0,0
1,25,1,7,0,7,7,1
1,0,0,1,1,2,1,0
0,45,1,1,0,3,1,0
1,45,0,3,1,1,3,0
1,45,1,8,1,2,8,0
1,45,0,7,1,2,7,0
1,25,1,3,1,1,3,0
0,25,0,4,0,7,4,1
0,0,1,2,1,7,2,0
1,0,0,0,1,6,0,1
0,0,0,3,1,5,3,1
1,0,0,4,0,8,4,1
1,45,1,3,0,1,3,1
1,25,1,4,0,10,4,0
1,45,1,1,0,1,1,0
0,25,0,10,1,8,10,0
1,25,0,1,1,5,1,0
0,0,1,0,0,3,0,0
0,25,1,1,1,2,1,0
1,25,0,0,0,3,0,1
1,0,0,3,1,8,3,1
1,25,0,16,1,9,16,1
0,45,1,0,0,1,0,1
1,25,0,10,1,5,10,0
1,25,0,4,0,5,4,1
1,0,0,0,1,2,0,0
1,25,0,12,0,9,12,1
1,25,1,0,0,2,0,0
0,25,1,0,0,1,0,0
1,25,1,1,1,10,1,0
1,25,0,9,1,6,9,1
1,25,1,11,1,4,11,0
1,25,0,5,1,6,5,1
1,25,0,11,1,9,11,1
1,45,0,1,1,1,1,1
1,45,1,1,1,6,1,1
0,25,0,0,1,3,0,0
0,45,0,1,1,1,1,0
1,25,1,7,0,9,7,1
1,25,0,1,0,2,1,1
1,45,0,5,1,4,5,0
1,45,1,1,1,1,1,0
0,45,1,6,0,7,6,0
0,25,1,0,0,1,0,0
1,25,1,0,0,1,0,0
0,0,0,0,1,7,0,0
0,25,0,14,1,9,14,0
1,0,0,5,1,6,5,1
1,0,0,0,0,4,0,1
1,25,1,1,0,3,1,1
1,25,1,3,0,5,3,0
0,45,1,0,0,1,0,0
1,0,1,0,1,3,0,1
0,45,1,0,1,7,0,0
1,25,1,0,0,1,0,0
0,0,0,0,1,7,0,0
0,45,1,1,1,2,1,1
1,25,1,0,0,1,0,0
1,25,1,17,0,9,17,1
1,25,1,4,1,5,4,1
0,25,1,0,0,4,0,0
1,0,0,1,0,10,1,0
1,45,0,0,1,1,0,0
1,0,0,2,1,2,2,1
1,0,0,0,1,3,0,1
1,25,0,4,1,2,4,0
1,0,1,1,0,2,1,0
1,0,0,0,1,9,0,1
0,0,0,3,1,7,3,0
0,25,0,2,1,5,2,0
1,25,1,3,0,3,3,0
1,0,0,0,1,4,0,0
1,25,0,9,0,9,9,0
1,0,0,0,1,5,0,0
1,0,0,2,1,10,2,1
1,25,0,9,1,8,9,1
1,25,0,7,1,9,7,0
1,45,0,3,1,2,3,0
0,0,0,0,1,6,0,0
1,0,0,0,1,3,0,1
0,25,0,3,1,9,3,1
1,25,0,4,1,7,4,1
1,45,0,4,0,5,4,0
0,0,0,0,0,3,0,0
1,25,1,0,0,4,0,0
1,25,0,1,0,4,1,0
1,25,0,4,1,5,4,1
0,25,1,2,1,5,2,1
1,25,0,1,0,4,1,1
1,25,0,0,0,1,0,0
1,25,0,0,0,2,0,0
0,25,1,11,1,10,11,1
0,25,0,6,1,4,6,1
1,0,0,5,1,6,5,0
1,45,0,3,1,1,3,0
0,25,1,3,0,3,3,0
1,25,1,2,1,3,2,1
1,25,0,0,1,1,0,0
1,45,1,2,0,1,2,0
1,25,0,5,1,7,5,0
0,25,1,0,1,5,0,0
1,0,0,0,0,10,0,1
0,25,0,2,1,10,2,0
1,0,0,0,1,3,0,0
1,25,1,0,1,4,0,0
0,45,1,12,1,2,12,0
0,25,1,1,0,3,1,0
1,25,0,0,0,2,0,1
1,45,1,8,1,6,8,1
0,25,0,1,1,2,1,0
1,0,0,1,1,9,1,0
1,25,0,0,0,1,0,0
1,25,1,0,1,2,0,1
1,25,0,5,1,6,5,1
1,25,0,4,1,6,4,1
1,25,0,7,1,7,7,1
1,25,1,0,1,4,0,0
1,25,0,3,1,4,3,0
1,0,1,1,1,4,1,0
0,25,0,0,0,3,0,0
1,0,1,1,1,6,1,1
1,25,0,1,1,8,1,1
1,25,0,0,0,2,0,1
1,25,0,3,1,6,3,1
1,25,0,1,0,2,1,0
1,25,1,0,1,1,0,0
1,25,0,0,0,2,0,0
1,0,0,0,0,9,0,0
1,45,1,0,0,1,0,0
1,0,0,0,1,3,0,0
0,25,0,2,1,8,2,1
1,25,0,0,0,1,0,0
0,25,1,1,1,3,1,0
0,25,1,1,0,4,1,0
1,25,1,2,0,8,2,1
0,45,1,3,0,3,3,0
1,0,0,2,0,5,2,1
1,0,0,0,1,9,0,0
1,0,0,8,1,10,8,1
0,25,0,0,0,1,0,1
1,0,0,8,1,9,8,1
1,25,0,0,0,1,0,0
1,25,0,1,1,4,1,0
1,45,0,12,1,3,12,0
1,25,0,6,0,5,6,0
1,25,0,2,0,4,2,1
1,0,1,4,0,8,4,0
1,25,0,0,0,2,0,1
1,25,0,4,1,10,4,1
1,0,1,1,1,7,1,1
1,25,0,0,0,1,0,0
1,25,1,10,1,5,10,1
0,25,1,0,1,1,0,1
1,25,0,1,1,4,1,0
1,25,0,0,1,1,0,0
1,25,1,3,0,4,3,0
1,0,0,1,1,3,1,1
1,0,1,0,0,10,0,1
1,45,1,0,0,2,0,0
1,45,1,3,1,1,3,1
1,0,0,0,1,4,0,0
1,0,0,0,1,5,0,0
1,25,0,4,1,8,4,1
0,45,1,1,1,2,1,0
1,45,1,2,1,3,2,0
0,25,1,0,1,1,0,1
0,25,0,22,1,6,22,1
1,25,1,9,0,6,9,1
1,0,0,0,1,10,0,1
1,25,0,0,0,1,0,0
0,45,1,5,0,2,5,0
1,25,0,4,1,3,4,1
1,0,0,4,1,9,4,0
1,25,0,0,0,5,0,1
0,45,1,1,0,3,1,0
1,25,1,0,0,1,0,0
0,25,1,1,0,5,1,0
1,0,1,0,1,2,0,1
1,25,0,0,0,1,0,0
1,25,1,2,0,1,2,0
1,0,0,0,1,3,0,1
1,25,0,0,1,2,0,0
1,45,1,4,1,1,4,0
1,45,0,1,1,5,1,0
1,0,0,1,1,3,1,0
1,0,0,0,0,6,0,0
1,25,0,1,1,2,1,1
1,25,1,1,0,1,1,1
1,45,0,1,1,1,1,0
1,25,0,1,0,2,1,1
1,25,1,0,0,1,0,0
1,25,1,2,1,8,2,1
0,25,0,5,1,9,5,1
1,0,0,0,1,5,0,0
0,25,0,1,1,2,1,0
1,25,0,0,1,2,0,0
1,25,0,2,1,5,2,0
1,45,1,0,0,2,0,0
1,25,0,1,1,1,1,0
1,25,0,2,1,1,2,0
1,0,1,6,1,5,6,1
1,25,0,1,1,4,1,0
1,45,0,0,0,1,0,0
1,25,0,0,1,1,0,0
0,0,0,0,1,8,0,1
1,45,1,2,0,1,2,0
1,45,1,4,0,2,4,0
1,45,0,7,1,1,7,1
1,25,0,5,1,9,5,1
1,25,1,0,1,7,0,1
1,25,1,7,0,10,7,1
1,45,1,7,1,1,7,1
1,25,0,0,0,1,0,0
1,45,1,12,0,5,12,0
1,0,0,0,1,8,0,1
1,25,0,4,0,4,4,1
1,25,0,0,0,3,0,0
1,25,1,0,0,2,0,0
1,0,0,6,1,10,6,1
1,0,0,2,1,8,2,1
1,25,0,11,0,7,11,0
1,45,0,0,0,1,0,0
0,45,1,5,1,5,5,0
1,25,0,4,1,2,4,1
1,25,0,0,1,7,0,1
1,25,0,2,1,3,2,0
0,45,0,1,1,4,1,0
1,25,1,2,1,2,2,0
1,25,0,0,1,4,0,1
1,25,0,17,1,10,17,1
1,25,0,0,0,2,0,0
1,25,0,4,1,3,4,0
1,25,0,3,1,4,3,0
0,45,0,4,1,1,4,0
1,25,0,0,0,2,0,0
0,0,1,1,0,3,1,0
1,25,0,6,0,5,6,1
1,0,0,2,1,10,2,1
0,25,0,1,1,4,1,1
1,25,1,0,1,7,0,1
1,25,1,2,1,1,2,0
1,0,0,0,0,7,0,0
1,25,1,0,1,2,0,0
1,0,0,6,1,9,6,0
1,25,0,6,1,4,6,0
1,25,0,15,1,9,15,1
1,0,0,0,1,7,0,1
1,25,0,0,1,1,0,0
1,25,0,3,1,5,3,1
1,25,0,1,1,2,1,1
1,45,0,1,1,4,1,0
1,0,0,1,1,9,1,0
1,45,0,8,1,6,8,1
1,25,1,2,0,2,2,0
1,25,1,6,1,4,6,0
1,0,0,0,1,3,0,0
1,25,0,2,0,8,2,0
1,25,0,11,0,9,11,1
0,45,1,1,0,1,1,0
1,45,0,0,0,1,0,0
0,0,1,0,0,6,0,0
1,25,0,7,1,10,7,1
1,25,0,1,0,7,1,0
1,25,1,4,1,5,4,1
1,25,0,3,0,2,3,0
1,0,0,2,1,8,2,1
1,25,1,0,1,2,0,1
1,0,0,1,0,6,1,1
1,25,0,0,1,1,0,0
0,0,0,0,0,4,0,0
1,45,0,15,1,9,15,0
0,25,1,0,0,2,0,0
1,25,0,1,0,4,1,0
1,45,1,0,1,1,0,0
1,45,1,17,1,6,17,1
0,45,1,0,0,1,0,0
0,25,0,1,1,2,1,0
1,25,1,0,0,1,0,0
1,25,1,10,1,2,10,1
1,25,0,2,1,4,2,1
1,45,0,9,1,1,9,0
1,45,0,1,1,1,1,0
1,0,0,0,1,7,0,1
1,0,0,0,1,7,0,0
1,25,1,0,1,5,0,0
1,0,0,3,1,9,3,0
1,25,0,0,0,2,0,0
1,0,0,2,1,9,2,1
1,25,1,0,0,1,0,0
1,25,0,2,1,5,2,0
0,25,0,4,1,4,4,0
1,25,1,1,0,6,1,1
1,25,1,7,0,3,7,0
1,0,1,5,1,8,5,1
1,25,0,16,0,7,16,1
1,25,0,3,1,3,3,1
1,0,0,0,1,4,0,0
1,45,1,2,0,1,2,1
1,25,0,0,1,8,0,0
1,45,0,4,1,1,4,1
1,0,0,5,1,4,5,1
1,0,0,1,0,9,1,0
1,25,0,19,1,10,19,1
0,45,1,1,1,1,1,0
1,25,1,0,1,2,0,1
0,25,1,0,1,4,0,1
1,0,0,1,1,10,1,1
1,25,0,0,1,2,0,0
0,25,0,14,1,10,14,1
1,25,0,0,1,1,0,1
1,25,0,3,1,8,3,1
1,25,1,2,0,4,2,1
0,25,0,2,1,2,2,0
1,0,0,3,1,8,3,1
1,0,0,0,1,6,0,0
1,45,1,15,1,7,15,0
1,45,1,1,1,5,1,1
0,0,0,1,0,3,1,1
1,45,1,2,0,1,2,0
1,25,1,0,0,3,0,0
0,25,0,0,0,4,0,0
1,25,1,0,1,2,0,0
1,45,0,0,0,1,0,1
0,25,0,8,1,8,8,1
1,25,0,0,0,3,0,0
1,25,1,1,1,4,1,0
1,0,0,1,1,8,1,0
1,0,0,1,1,7,1,0
1,25,1,1,0,3,1,1
1,25,0,3,1,4,3,1
1,45,0,9,0,1,9,0
1,25,0,1,1,2,1,1
1,25,0,20,1,9,20,1
0,25,0,1,1,6,1,1
1,25,0,0,0,1,0,0
1,0,1,5,0,5,5,1
1,25,1,1,1,2,1,1
1,0,0,0,0,3,0,1
1,25,0,3,0,5,3,0
0,25,1,6,1,3,6,1
0,25,0,2,0,3,2,0
1,25,0,8,1,6,8,1
1,45,0,4,0,2,4,0
1,25,0,7,1,9,7,1
1,45,1,1,1,1,1,0
0,45,1,2,1,1,2,0
0,0,0,0,0,6,0,0
1,25,0,2,0,7,2,0
1,45,0,9,1,6,9,1
1,25,0,2,1,7,2,1
1,25,0,3,1,3,3,1
1,0,0,5,1,7,5,1
0,25,0,3,1,5,3,1
1,0,0,3,1,5,3,1
1,25,0,2,1,2,2,0
1,25,1,3,1,4,3,0
0,25,0,1,0,2,1,0
1,45,0,15,0,4,15,1
1,45,1,3,0,2,3,1
1,45,0,3,0,1,3,0
1,45,0,2,1,1,2,0
0,0,1,1,1,6,1,0
1,25,1,2,0,6,2,1
1,0,0,3,1,4,3,1
1,0,0,12,0,9,12,1
1,0,1,3,1,8,3,1
1,45,0,3,1,1,3,0
1,25,1,6,1,7,6,0
1,25,0,4,1,1,4,1
1,0,0,4,1,7,4,0
0,25,1,7,0,7,7,0
1,25,0,5,1,9,5,1
1,45,1,0,0,2,0,1
0,45,1,1,1,8,1,0
1,0,0,1,1,8,1,0
1,25,0,6,1,10,6,1
0,0,0,1,1,9,1,0
1,25,0,15,1,10,15,1
1,25,0,1,0,1,1,0
1,45,1,0,1,3,0,0
0,0,1,0,1,6,0,1
1,25,0,5,1,3,5,0
0,45,0,1,1,1,1,0
1,0,0,0,0,3,0,1
1,25,0,2,1,3,2,0
0,25,1,5,1,7,5,0
0,45,0,1,1,6,1,0
1,25,0,7,1,8,7,1
1,45,0,4,1,10,4,0
1,45,1,14,0,4,14,1
1,25,0,6,0,1,6,0
1,25,1,5,0,9,5,1
1,45,1,0,0,1,0,1
1,25,0,2,0,7,2,0
1,0,0,9,1,4,9,1
1,25,0,0,0,1,0,1
1,25,0,2,1,3,2,0
1,25,0,8,0,10,8,1
1,25,1,0,0,1,0,0
1,25,0,7,1,3,7,0
1,25,0,2,0,4,2,0
1,25,0,12,0,9,12,1
0,0,1,3,0,10,3,1
1,25,0,1,1,2,1,1
1,45,1,1,0,1,1,0
1,25,1,0,1,1,0,0
1,25,1,0,1,2,0,0
1,0,1,0,1,3,0,0
1,0,1,5,1,8,5,1
1,25,1,4,1,7,4,1
1,45,1,13,1,6,13,1
1,0,0,5,1,9,5,1
0,25,1,0,0,1,0,0
1,45,1,1,0,1,1,0
1,45,1,11,0,7,11,0
0,0,0,0,1,6,0,1
1,25,0,3,1,2,3,0
1,25,0,2,1,2,2,1
1,45,0,3,0,2,3,0
1,45,1,0,0,1,0,0
1,25,0,6,1,5,6,1
1,0,1,0,1,5,0,1
0,0,0,0,1,4,0,1
1,25,0,7,0,6,7,1
1,25,0,15,1,7,15,0
1,0,0,0,0,3,0,1
1,25,0,12,1,8,12,0
1,45,0,14,1,9,14,1
1,0,0,0,0,2,0,0
1,25,0,14,1,10,14,1
1,45,1,0,1,1,0,0
1,25,0,1,1,4,1,1
1,25,0,4,1,6,4,1
1,0,0,2,1,9,2,1
1,45,0,0,0,1,0,0
0,25,1,1,1,7,1,1
0,25,0,11,1,8,11,0
1,45,1,3,1,1,3,0
0,0,0,2,0,7,2,1
1,45,0,3,1,9,3,0
1,25,0,7,0,10,7,1
1,45,0,0,0,1,0,0
1,45,1,0,0,1,0,0
1,0,0,0,1,3,0,1
1,0,0,0,0,3,0,1
1,45,1,6,1,1,6,1
1,25,0,2,0,3,2,0
1,0,0,2,1,3,2,0
0,45,1,2,0,2,2,1
1,25,1,5,1,1,5,0
1,45,1,1,1,3,1,0
1,25,0,0,0,1,0,0
0,25,1,2,1,3,2,1
0,25,0,0,0,3,0,0
1,25,1,2,0,2,2,0
1,45,0,0,1,7,0,0
1,0,0,0,0,4,0,0
1,25,0,14,1,9,14,1
0,25,0,2,0,5,2,0
1,45,0,1,1,1,1,1
1,45,0,24,1,6,24,1
1,25,0,0,1,1,0,0
0,0,0,2,1,10,2,1
1,25,0,0,0,4,0,1
1,0,1,0,1,8,0,1
1,25,0,0,1,7,0,0
1,25,0,3,0,1,3,0
1,25,0,15,1,8,15,1
1,25,0,10,1,4,10,1
1,0,0,0,1,3,0,0
1,25,1,2,1,5,2,1
0,45,1,0,0,4,0,0
0,45,1,1,1,1,1,0
1,25,0,2,0,5,2,1
1,25,0,11,1,8,11,0
1,25,0,2,0,1,2,0
1,45,0,15,1,7,15,1
1,25,0,5,1,10,5,0
0,0,0,0,1,3,0,0
0,45,0,1,1,1,1,0
1,0,0,0,1,6,0,1
0,45,1,1,0,1,1,0
0,25,0,2,0,4,2,0
0,25,0,6,1,5,6,0
1,25,1,6,1,4,6,0
1,45,0,1,0,1,1,0
0,25,1,1,0,2,1,1
1,45,1,0,1,1,0,0
1,25,1,0,0,2,0,1
1,25,1,1,0,2,1,0
1,25,0,1,1,2,1,0
1,25,1,11,1,7,11,1
1,45,1,5,1,5,5,1
1,25,0,9,1,10,9,1
1,25,0,12,1,9,12,0
1,25,1,1,1,3,1,0
1,45,0,8,1,1,8,1
0,0,1,0,1,4,0,0
1,25,0,0,1,1,0,0
1,25,0,3,1,2,3,0
1,45,0,0,0,1,0,0
0,45,0,1,0,5,1,0
1,25,0,0,1,2,0,0
1,0,0,8,1,9,8,1
1,25,0,3,1,6,3,0
1,45,0,2,0,6,2,0
1,25,0,5,1,5,5,1
1,0,1,0,1,3,0,1
1,0,0,0,1,8,0,1
1,45,1,0,0,1,0,0
0,45,1,5,0,7,5,1
1,25,0,1,1,1,1,0
1,25,1,9,1,6,9,0
1,25,0,0,0,1,0,0
1,25,0,0,1,5,0,0
1,45,1,3,1,4,3,1
1,25,0,1,0,2,1,0
1,45,0,12,1,9,12,0
1,25,0,2,1,7,2,0
1,25,0,6,1,6,6,0
1,45,0,8,1,2,8,0
1,45,0,4,1,6,4,0
1,25,1,9,0,8,9,0
1,45,0,8,1,7,8,1
1,45,0,1,1,1,1,0
1,25,0,13,1,8,13,1
1,25,1,9,1,6,9,1
1,25,0,0,1,3,0,0
1,25,0,8,0,7,8,1
1,25,0,1,1,1,1,0
1,25,0,0,0,1,0,0
1,45,1,0,0,1,0,0
0,25,0,2,1,2,2,0
0,25,1,7,0,6,7,0
1,25,0,1,1,5,1,1
0,45,1,0,0,1,0,1
1,0,0,0,1,6,0,0
1,25,0,8,1,5,8,1
0,25,1,6,1,6,6,1
0,0,0,2,1,7,2,1
1,0,1,0,1,5,0,0
1,0,0,1,1,9,1,0
1,45,0,2,1,1,2,0
1,45,1,2,0,2,2,0
1,45,1,3,1,7,3,1
1,0,0,0,1,2,0,0
1,45,0,0,1,1,0,0
0,25,0,7,1,5,7,1
1,0,1,0,0,2,0,1
1,25,0,5,0,6,5,0
1,0,0,1,1,5,1,1
1,25,0,2,0,3,2,0
1,25,0,21,1,7,21,1
1,0,0,13,1,10,13,1
1,25,0,23,1,9,23,1
1,25,0,11,1,10,11,0
1,0,0,1,1,3,1,0
1,25,0,9,1,3,9,0
1,25,0,5,1,8,5,0
1,25,0,24,1,7,24,1
1,25,0,5,1,3,5,1
0,0,0,1,1,5,1,0
1,45,0,19,1,3,19,0
1,0,0,0,0,6,0,0
1,25,1,0,1,2,0,0
1,45,1,0,0,1,0,0
1,25,0,6,1,9,6,1
1,25,0,0,0,2,0,1
1,0,0,0,1,6,0,1
1,25,0,6,0,7,6,0
1,0,1,0,0,6,0,1
1,45,1,1,1,1,1,1
1,45,0,27,0,10,27,0
0,25,0,0,0,2,0,0
1,45,1,1,0,1,1,0
0,25,0,4,0,7,4,1
1,0,1,0,1,3,0,0
1,45,1,1,1,2,1,0
1,25,0,6,1,6,6,1
1,25,0,24,1,8,24,0
1,25,1,13,1,9,13,1
1,45,0,0,1,4,0,0
1,25,0,1,1,6,1,1
1,45,0,1,0,1,1,0
1,25,1,0,1,3,0,0
0,45,1,8,1,2,8,0
1,0,0,0,1,7,0,0
1,25,0,14,1,8,14,0
1,0,1,0,1,9,0,1
0,25,1,2,1,10,2,1
1,25,0,7,0,4,7,0
1,25,0,3,0,1,3,1
1,25,0,2,0,9,2,0
1,25,1,1,0,6,1,0
1,45,0,14,1,9,14,1
1,25,1,0,0,2,0,0
1,0,0,4,1,8,4,1
0,25,0,2,1,5,2,1
0,25,1,4,1,6,4,1
1,0,1,2,1,7,2,0
0,25,1,1,1,6,1,1
1,0,1,1,1,5,1,1
1,45,0,23,1,4,23,1
0,25,0,0,0,1,0,0
1,45,1,1,1,1,1,0
1,25,0,7,1,7,7,1
1,45,1,5,0,3,5,0
0,25,1,4,1,3,4,0
1,0,0,3,1,7,3,0
1,25,1,1,1,1,1,0
1,25,0,3,1,3,3,0
0,25,0,5,1,4,5,0
1,0,0,3,0,6,3,1
1,25,1,0,0,3,0,1
0,25,0,3,1,5,3,0
1,45,0,1,1,1,1,0
0,45,0,0,0,1,0,0
0,45,0,1,0,2,1,0
1,45,0,6,1,2,6,0
1,25,0,7,1,6,7,1
1,45,0,1,0,8,1,0
1,25,0,10,1,9,10,0
0,45,1,0,0,1,0,0
1,25,0,0,0,3,0,1
1,25,0,9,1,7,9,0
1,45,0,1,1,2,1,0
0,25,0,1,0,2,1,0
1,25,0,1,1,3,1,0
1,45,1,0,1,1,0,0
1,25,1,6,1,4,6,0
1,45,0,0,1,1,0,0
1,0,0,2,1,5,2,0
1,25,0,27,1,9,27,1
1,25,0,3,1,3,3,0
1,25,0,7,0,9,7,1
1,25,1,1,1,7,1,1
1,25,0,8,1,2,8,0
1,45,0,0,1,2,0,1
1,45,0,3,0,2,3,0
1,25,0,8,1,6,8,0
1,45,1,4,1,1,4,0
1,45,0,15,1,9,15,1
1,25,1,7,1,6,7,1
1,25,1,7,1,8,7,1
1,0,1,0,0,4,0,0
1,25,0,0,0,2,0,0
1,25,0,0,0,3,0,0
1,0,0,1,1,9,1,0
1,25,1,0,1,1,0,0
1,25,1,1,0,3,1,1
